,cases,controls
0,300.0,0.0
1,8.0,0.0
2,110.0,2.0
3,4.0,0.0
4,43.0,0.0
5,25.0,0.0
6,35.0,0.0
7,68.0,0.0
8,200.0,0.0
9,70.0,0.0
10,83.0,0.0
11,0.0,0.0
12,,0.0
13,,0.0
14,,0.0
15,,0.0
16,,0.0
17,,0.0
18,,0.0
19,,0.0
20,,0.0
21,,0.0
