,cases,controls
0,0.8156458459672529,0.0
1,0.010751082574286995,0.0
2,0.8367537313432836,0.003981420039814201
3,0.03787878787878788,0.0
4,0.4601910828025478,0.0
5,0.13670133729569095,0.0
6,0.08449028163427211,0.0
7,0.22494117647058826,0.0
8,0.5559386973180076,0.0
9,0.29945553539019965,0.0
10,0.27575602255253717,0.0
11,0.0,0.0
12,,0.0
13,,0.0
14,,0.0
15,,0.0
16,,0.0
17,,0.0
18,,0.0
19,,0.0
20,,0.0
21,,0.0
